ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
KEN,Coast,1443123,Children stunted,48.1,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_HA2,104236020,I,416003,1416010,Region,Coast,0,,0,1,CNNUTSCHA2,KEDHS1993416003,1993,DHS,376,565,,,1
KEN,Eastern,5700256,Children stunted,47.6,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_HA2,104236020,I,416004,1416030,Region,Eastern,0,,0,1,CNNUTSCHA2,KEDHS1993416004,1993,DHS,980,725,,,1
KEN,Central,6374382,Children stunted,37.5,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_HA2,104236020,I,416002,1416040,Region,Central,0,,0,1,CNNUTSCHA2,KEDHS1993416002,1993,DHS,599,582,,,1
KEN,Rift Valley,5714808,Children stunted,34.9,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_HA2,104236020,I,416006,1416050,Region,Rift Valley,0,,0,1,CNNUTSCHA2,KEDHS1993416006,1993,DHS,1038,1243,,,1
KEN,Western,5433800,Children stunted,36.7,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_HA2,104236020,I,416007,1416070,Region,Western,0,,0,1,CNNUTSCHA2,KEDHS1993416007,1993,DHS,828,744,,,1
KEN,Nyanza,884709,Children stunted,39.4,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_HA2,104236020,I,416005,1416080,Region,Nyanza,0,,0,1,CNNUTSCHA2,KEDHS1993416005,1993,DHS,773,852,,,1
KEN,Nairobi,4950466,Children stunted,32.2,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_HA2,104236020,I,416001,1416090,Region,Nairobi,0,,0,1,CNNUTSCHA2,KEDHS1993416001,1993,DHS,163,118,,,1
KEN,Coast,1586365,Children wasted,11.9,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WH2,104236050,I,416003,1416010,Region,Coast,0,,0,1,CNNUTSCWH2,KEDHS1993416003,1993,DHS,376,565,,,1
KEN,Eastern,4155201,Children wasted,7.8,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WH2,104236050,I,416004,1416030,Region,Eastern,0,,0,1,CNNUTSCWH2,KEDHS1993416004,1993,DHS,980,725,,,1
KEN,Central,1623526,Children wasted,4.9,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WH2,104236050,I,416002,1416040,Region,Central,0,,0,1,CNNUTSCWH2,KEDHS1993416002,1993,DHS,599,582,,,1
KEN,Rift Valley,423786,Children wasted,8.4,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WH2,104236050,I,416006,1416050,Region,Rift Valley,0,,0,1,CNNUTSCWH2,KEDHS1993416006,1993,DHS,1038,1243,,,1
KEN,Western,1299974,Children wasted,3.9,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WH2,104236050,I,416007,1416070,Region,Western,0,,0,1,CNNUTSCWH2,KEDHS1993416007,1993,DHS,828,744,,,1
KEN,Nyanza,884390,Children wasted,5.9,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WH2,104236050,I,416005,1416080,Region,Nyanza,0,,0,1,CNNUTSCWH2,KEDHS1993416005,1993,DHS,773,852,,,1
KEN,Nairobi,5263009,Children wasted,1.7,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WH2,104236050,I,416001,1416090,Region,Nairobi,0,,0,1,CNNUTSCWH2,KEDHS1993416001,1993,DHS,163,118,,,1
KEN,Coast,1586366,Children overweight,3.4,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WHP,104236060,I,416003,1416010,Region,Coast,0,,0,1,CNNUTSCWHP,KEDHS1993416003,1993,DHS,376,565,,,1
KEN,Eastern,4155202,Children overweight,6.2,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WHP,104236060,I,416004,1416030,Region,Eastern,0,,0,1,CNNUTSCWHP,KEDHS1993416004,1993,DHS,980,725,,,1
KEN,Central,1623527,Children overweight,4.1,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WHP,104236060,I,416002,1416040,Region,Central,0,,0,1,CNNUTSCWHP,KEDHS1993416002,1993,DHS,599,582,,,1
KEN,Rift Valley,423787,Children overweight,5.2,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WHP,104236060,I,416006,1416050,Region,Rift Valley,0,,0,1,CNNUTSCWHP,KEDHS1993416006,1993,DHS,1038,1243,,,1
KEN,Western,1299976,Children overweight,5.7,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WHP,104236060,I,416007,1416070,Region,Western,0,,0,1,CNNUTSCWHP,KEDHS1993416007,1993,DHS,828,744,,,1
KEN,Nyanza,884391,Children overweight,6.5,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WHP,104236060,I,416005,1416080,Region,Nyanza,0,,0,1,CNNUTSCWHP,KEDHS1993416005,1993,DHS,773,852,,,1
KEN,Nairobi,5263010,Children overweight,12.7,1,KE,Kenya,1993,KE1993DHS,CN_NUTS_C_WHP,104236060,I,416001,1416090,Region,Nairobi,0,,0,1,CNNUTSCWHP,KEDHS1993416001,1993,DHS,163,118,,,1
KEN,Coast,6654700,Women who are thin according to BMI (<18.5),14.5,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_THN,114563060,I,416003,1416010,Region,Coast,0,,0,1,ANNUTSWTHN,KEDHS1993416003,1993,DHS,266,398,,,1
KEN,Eastern,1623559,Women who are thin according to BMI (<18.5),12.4,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_THN,114563060,I,416004,1416030,Region,Eastern,0,,0,1,ANNUTSWTHN,KEDHS1993416004,1993,DHS,644,478,,,1
KEN,Central,4751968,Women who are thin according to BMI (<18.5),7.7,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_THN,114563060,I,416002,1416040,Region,Central,0,,0,1,ANNUTSWTHN,KEDHS1993416002,1993,DHS,452,435,,,1
KEN,Rift Valley,5444547,Women who are thin according to BMI (<18.5),13.4,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_THN,114563060,I,416006,1416050,Region,Rift Valley,0,,0,1,ANNUTSWTHN,KEDHS1993416006,1993,DHS,698,789,,,1
KEN,Western,5726280,Women who are thin according to BMI (<18.5),4.2,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_THN,114563060,I,416007,1416070,Region,Western,0,,0,1,ANNUTSWTHN,KEDHS1993416007,1993,DHS,503,443,,,1
KEN,Nyanza,892874,Women who are thin according to BMI (<18.5),10,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_THN,114563060,I,416005,1416080,Region,Nyanza,0,,0,1,ANNUTSWTHN,KEDHS1993416005,1993,DHS,523,570,,,1
KEN,Nairobi,7222808,Women who are thin according to BMI (<18.5),2.7,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_THN,114563060,I,416001,1416090,Region,Nairobi,0,,0,1,ANNUTSWTHN,KEDHS1993416001,1993,DHS,156,113,,,1
KEN,Coast,6654727,Women who are overweight or obese according to BMI (>=25.0),11.2,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_OWT,114563090,I,416003,1416010,Region,Coast,0,,0,1,ANNUTSWOWT,KEDHS1993416003,1993,DHS,266,398,,,1
KEN,Eastern,1623572,Women who are overweight or obese according to BMI (>=25.0),10.3,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_OWT,114563090,I,416004,1416030,Region,Eastern,0,,0,1,ANNUTSWOWT,KEDHS1993416004,1993,DHS,644,478,,,1
KEN,Central,4751966,Women who are overweight or obese according to BMI (>=25.0),18,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_OWT,114563090,I,416002,1416040,Region,Central,0,,0,1,ANNUTSWOWT,KEDHS1993416002,1993,DHS,452,435,,,1
KEN,Rift Valley,5444607,Women who are overweight or obese according to BMI (>=25.0),17.8,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_OWT,114563090,I,416006,1416050,Region,Rift Valley,0,,0,1,ANNUTSWOWT,KEDHS1993416006,1993,DHS,698,789,,,1
KEN,Western,5726282,Women who are overweight or obese according to BMI (>=25.0),11.8,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_OWT,114563090,I,416007,1416070,Region,Western,0,,0,1,ANNUTSWOWT,KEDHS1993416007,1993,DHS,503,443,,,1
KEN,Nyanza,892878,Women who are overweight or obese according to BMI (>=25.0),10.7,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_OWT,114563090,I,416005,1416080,Region,Nyanza,0,,0,1,ANNUTSWOWT,KEDHS1993416005,1993,DHS,523,570,,,1
KEN,Nairobi,7222888,Women who are overweight or obese according to BMI (>=25.0),30.1,1,KE,Kenya,1993,KE1993DHS,AN_NUTS_W_OWT,114563090,I,416001,1416090,Region,Nairobi,0,,0,1,ANNUTSWOWT,KEDHS1993416001,1993,DHS,156,113,,,1
KEN,Coast,7340726,Children stunted,42.9,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_HA2,104236020,I,416003,1416010,Region,Coast,0,,0,1,CNNUTSCHA2,KEDHS1998416003,1998,DHS,345,674,,,1
KEN,Eastern,4170516,Children stunted,43.3,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_HA2,104236020,I,416004,1416030,Region,Eastern,0,,0,1,CNNUTSCHA2,KEDHS1998416004,1998,DHS,754,639,,,1
KEN,Central,543170,Children stunted,33.4,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_HA2,104236020,I,416002,1416040,Region,Central,0,,0,1,CNNUTSCHA2,KEDHS1998416002,1998,DHS,411,376,,,1
KEN,Rift Valley,6731571,Children stunted,36.6,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_HA2,104236020,I,416006,1416050,Region,Rift Valley,0,,0,1,CNNUTSCHA2,KEDHS1998416006,1998,DHS,1139,1296,,,1
KEN,Western,719178,Children stunted,40,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_HA2,104236020,I,416007,1416070,Region,Western,0,,0,1,CNNUTSCHA2,KEDHS1998416007,1998,DHS,606,653,,,1
KEN,Nyanza,1615461,Children stunted,35.8,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_HA2,104236020,I,416005,1416080,Region,Nyanza,0,,0,1,CNNUTSCHA2,KEDHS1998416005,1998,DHS,914,758,,,1
KEN,Nairobi,6122638,Children stunted,28.7,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_HA2,104236020,I,416001,1416090,Region,Nairobi,0,,0,1,CNNUTSCHA2,KEDHS1998416001,1998,DHS,263,143,,,1
KEN,Coast,1615448,Children wasted,5.5,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WH2,104236050,I,416003,1416010,Region,Coast,0,,0,1,CNNUTSCWH2,KEDHS1998416003,1998,DHS,345,674,,,1
KEN,Eastern,6890591,Children wasted,5.3,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WH2,104236050,I,416004,1416030,Region,Eastern,0,,0,1,CNNUTSCWH2,KEDHS1998416004,1998,DHS,754,639,,,1
KEN,Central,29215,Children wasted,6.1,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WH2,104236050,I,416002,1416040,Region,Central,0,,0,1,CNNUTSCWH2,KEDHS1998416002,1998,DHS,411,376,,,1
KEN,Rift Valley,3730151,Children wasted,8.1,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WH2,104236050,I,416006,1416050,Region,Rift Valley,0,,0,1,CNNUTSCWH2,KEDHS1998416006,1998,DHS,1139,1296,,,1
KEN,Western,719073,Children wasted,4.8,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WH2,104236050,I,416007,1416070,Region,Western,0,,0,1,CNNUTSCWH2,KEDHS1998416007,1998,DHS,606,653,,,1
KEN,Nyanza,4398062,Children wasted,8.4,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WH2,104236050,I,416005,1416080,Region,Nyanza,0,,0,1,CNNUTSCWH2,KEDHS1998416005,1998,DHS,914,758,,,1
KEN,Nairobi,1299999,Children wasted,8.4,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WH2,104236050,I,416001,1416090,Region,Nairobi,0,,0,1,CNNUTSCWH2,KEDHS1998416001,1998,DHS,263,143,,,1
KEN,Coast,1615449,Children overweight,2.6,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WHP,104236060,I,416003,1416010,Region,Coast,0,,0,1,CNNUTSCWHP,KEDHS1998416003,1998,DHS,345,674,,,1
KEN,Eastern,6890603,Children overweight,5.1,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WHP,104236060,I,416004,1416030,Region,Eastern,0,,0,1,CNNUTSCWHP,KEDHS1998416004,1998,DHS,754,639,,,1
KEN,Central,29220,Children overweight,16.5,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WHP,104236060,I,416002,1416040,Region,Central,0,,0,1,CNNUTSCWHP,KEDHS1998416002,1998,DHS,411,376,,,1
KEN,Rift Valley,3730152,Children overweight,6.6,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WHP,104236060,I,416006,1416050,Region,Rift Valley,0,,0,1,CNNUTSCWHP,KEDHS1998416006,1998,DHS,1139,1296,,,1
KEN,Western,719071,Children overweight,4.8,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WHP,104236060,I,416007,1416070,Region,Western,0,,0,1,CNNUTSCWHP,KEDHS1998416007,1998,DHS,606,653,,,1
KEN,Nyanza,4398063,Children overweight,4.9,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WHP,104236060,I,416005,1416080,Region,Nyanza,0,,0,1,CNNUTSCWHP,KEDHS1998416005,1998,DHS,914,758,,,1
KEN,Nairobi,1300000,Children overweight,6.3,1,KE,Kenya,1998,KE1998DHS,CN_NUTS_C_WHP,104236060,I,416001,1416090,Region,Nairobi,0,,0,1,CNNUTSCWHP,KEDHS1998416001,1998,DHS,263,143,,,1
KEN,Coast,3361164,Children who started breastfeeding within 1 hour of birth,44,1,KE,Kenya,1998,KE1998DHS,CN_BRFI_C_1HR,104266020,I,416003,1416010,Region,Coast,0,,0,1,CNBRFIC1HR,KEDHS1998416003,1998,DHS,180,349,,,1
KEN,Eastern,142833,Children who started breastfeeding within 1 hour of birth,63.4,1,KE,Kenya,1998,KE1998DHS,CN_BRFI_C_1HR,104266020,I,416004,1416030,Region,Eastern,0,,0,1,CNBRFIC1HR,KEDHS1998416004,1998,DHS,364,303,,,1
KEN,Central,5620399,Children who started breastfeeding within 1 hour of birth,76.7,1,KE,Kenya,1998,KE1998DHS,CN_BRFI_C_1HR,104266020,I,416002,1416040,Region,Central,0,,0,1,CNBRFIC1HR,KEDHS1998416002,1998,DHS,206,191,,,1
KEN,Rift Valley,6912172,Children who started breastfeeding within 1 hour of birth,66.2,1,KE,Kenya,1998,KE1998DHS,CN_BRFI_C_1HR,104266020,I,416006,1416050,Region,Rift Valley,0,,0,1,CNBRFIC1HR,KEDHS1998416006,1998,DHS,555,653,,,1
KEN,Western,709405,Children who started breastfeeding within 1 hour of birth,39.5,1,KE,Kenya,1998,KE1998DHS,CN_BRFI_C_1HR,104266020,I,416007,1416070,Region,Western,0,,0,1,CNBRFIC1HR,KEDHS1998416007,1998,DHS,284,301,,,1
KEN,Nyanza,1615467,Children who started breastfeeding within 1 hour of birth,46.1,1,KE,Kenya,1998,KE1998DHS,CN_BRFI_C_1HR,104266020,I,416005,1416080,Region,Nyanza,0,,0,1,CNBRFIC1HR,KEDHS1998416005,1998,DHS,514,420,,,1
KEN,Nairobi,3905061,Children who started breastfeeding within 1 hour of birth,57.8,1,KE,Kenya,1998,KE1998DHS,CN_BRFI_C_1HR,104266020,I,416001,1416090,Region,Nairobi,0,,0,1,CNBRFIC1HR,KEDHS1998416001,1998,DHS,153,83,,,1
KEN,Coast,3365402,Women who are thin according to BMI (<18.5),14.9,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_THN,114563060,I,416003,1416010,Region,Coast,0,,0,1,ANNUTSWTHN,KEDHS1998416003,1998,DHS,249,469,,,1
KEN,Eastern,142898,Women who are thin according to BMI (<18.5),15.4,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_THN,114563060,I,416004,1416030,Region,Eastern,0,,0,1,ANNUTSWTHN,KEDHS1998416004,1998,DHS,527,443,,,1
KEN,Central,5133560,Women who are thin according to BMI (<18.5),8.6,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_THN,114563060,I,416002,1416040,Region,Central,0,,0,1,ANNUTSWTHN,KEDHS1998416002,1998,DHS,326,302,,,1
KEN,Rift Valley,1623605,Women who are thin according to BMI (<18.5),15.5,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_THN,114563060,I,416006,1416050,Region,Rift Valley,0,,0,1,ANNUTSWTHN,KEDHS1998416006,1998,DHS,740,858,,,1
KEN,Western,719265,Women who are thin according to BMI (<18.5),5.8,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_THN,114563060,I,416007,1416070,Region,Western,0,,0,1,ANNUTSWTHN,KEDHS1998416007,1998,DHS,365,385,,,1
KEN,Nyanza,1615485,Women who are thin according to BMI (<18.5),11.3,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_THN,114563060,I,416005,1416080,Region,Nyanza,0,,0,1,ANNUTSWTHN,KEDHS1998416005,1998,DHS,666,549,,,1
KEN,Nairobi,5604726,Women who are thin according to BMI (<18.5),4.7,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_THN,114563060,I,416001,1416090,Region,Nairobi,0,,0,1,ANNUTSWTHN,KEDHS1998416001,1998,DHS,233,127,,,1
KEN,Coast,3365396,Women who are overweight or obese according to BMI (>=25.0),17.2,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_OWT,114563090,I,416003,1416010,Region,Coast,0,,0,1,ANNUTSWOWT,KEDHS1998416003,1998,DHS,249,469,,,1
KEN,Eastern,142838,Women who are overweight or obese according to BMI (>=25.0),11.5,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_OWT,114563090,I,416004,1416030,Region,Eastern,0,,0,1,ANNUTSWOWT,KEDHS1998416004,1998,DHS,527,443,,,1
KEN,Central,5133539,Women who are overweight or obese according to BMI (>=25.0),17.7,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_OWT,114563090,I,416002,1416040,Region,Central,0,,0,1,ANNUTSWOWT,KEDHS1998416002,1998,DHS,326,302,,,1
KEN,Rift Valley,1623955,Women who are overweight or obese according to BMI (>=25.0),15.8,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_OWT,114563090,I,416006,1416050,Region,Rift Valley,0,,0,1,ANNUTSWOWT,KEDHS1998416006,1998,DHS,740,858,,,1
KEN,Western,719261,Women who are overweight or obese according to BMI (>=25.0),13.2,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_OWT,114563090,I,416007,1416070,Region,Western,0,,0,1,ANNUTSWOWT,KEDHS1998416007,1998,DHS,365,385,,,1
KEN,Nyanza,1615475,Women who are overweight or obese according to BMI (>=25.0),11.1,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_OWT,114563090,I,416005,1416080,Region,Nyanza,0,,0,1,ANNUTSWOWT,KEDHS1998416005,1998,DHS,666,549,,,1
KEN,Nairobi,5604732,Women who are overweight or obese according to BMI (>=25.0),27.6,1,KE,Kenya,1998,KE1998DHS,AN_NUTS_W_OWT,114563090,I,416001,1416090,Region,Nairobi,0,,0,1,ANNUTSWOWT,KEDHS1998416001,1998,DHS,233,127,,,1
KEN,Coast,6427319,Children stunted,41.2,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_HA2,104236020,I,416003,1416010,Region,Coast,0,,0,1,CNNUTSCHA2,KEDHS2003416003,2003,DHS,426,600,,,1
KEN,North Eastern,5240934,Children stunted,27.9,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_HA2,104236020,I,416008,1416020,Region,North Eastern,0,,0,1,CNNUTSCHA2,KEDHS2003416008,2003,DHS,126,310,,,1
KEN,Eastern,670101,Children stunted,39.2,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_HA2,104236020,I,416004,1416030,Region,Eastern,0,,0,1,CNNUTSCHA2,KEDHS2003416004,2003,DHS,892,642,,,1
KEN,Central,3810639,Children stunted,31.1,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_HA2,104236020,I,416002,1416040,Region,Central,0,,0,1,CNNUTSCHA2,KEDHS2003416002,2003,DHS,569,655,,,1
KEN,Rift Valley,6673850,Children stunted,37,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_HA2,104236020,I,416006,1416050,Region,Rift Valley,0,,0,1,CNNUTSCHA2,KEDHS2003416006,2003,DHS,1430,1037,,,1
KEN,Western,636492,Children stunted,35.4,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_HA2,104236020,I,416007,1416070,Region,Western,0,,0,1,CNNUTSCHA2,KEDHS2003416007,2003,DHS,737,747,,,1
KEN,Nyanza,6796728,Children stunted,36,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_HA2,104236020,I,416005,1416080,Region,Nyanza,0,,0,1,CNNUTSCHA2,KEDHS2003416005,2003,DHS,829,647,,,1
KEN,Nairobi,1500927,Children stunted,23.5,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_HA2,104236020,I,416001,1416090,Region,Nairobi,0,,0,1,CNNUTSCHA2,KEDHS2003416001,2003,DHS,302,432,,,1
KEN,Coast,3141822,Children wasted,5.7,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WH2,104236050,I,416003,1416010,Region,Coast,0,,0,1,CNNUTSCWH2,KEDHS2003416003,2003,DHS,426,600,,,1
KEN,North Eastern,3149476,Children wasted,25.8,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WH2,104236050,I,416008,1416020,Region,North Eastern,0,,0,1,CNNUTSCWH2,KEDHS2003416008,2003,DHS,126,310,,,1
KEN,Eastern,6163468,Children wasted,4.7,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WH2,104236050,I,416004,1416030,Region,Eastern,0,,0,1,CNNUTSCWH2,KEDHS2003416004,2003,DHS,892,642,,,1
KEN,Central,5007655,Children wasted,4.5,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WH2,104236050,I,416002,1416040,Region,Central,0,,0,1,CNNUTSCWH2,KEDHS2003416002,2003,DHS,569,655,,,1
KEN,Rift Valley,5524207,Children wasted,7.8,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WH2,104236050,I,416006,1416050,Region,Rift Valley,0,,0,1,CNNUTSCWH2,KEDHS2003416006,2003,DHS,1430,1037,,,1
KEN,Western,1564702,Children wasted,5.8,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WH2,104236050,I,416007,1416070,Region,Western,0,,0,1,CNNUTSCWH2,KEDHS2003416007,2003,DHS,737,747,,,1
KEN,Nyanza,1334593,Children wasted,3,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WH2,104236050,I,416005,1416080,Region,Nyanza,0,,0,1,CNNUTSCWH2,KEDHS2003416005,2003,DHS,829,647,,,1
KEN,Nairobi,3141753,Children wasted,4.4,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WH2,104236050,I,416001,1416090,Region,Nairobi,0,,0,1,CNNUTSCWH2,KEDHS2003416001,2003,DHS,302,432,,,1
KEN,Coast,3141829,Children overweight,3.8,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WHP,104236060,I,416003,1416010,Region,Coast,0,,0,1,CNNUTSCWHP,KEDHS2003416003,2003,DHS,426,600,,,1
KEN,North Eastern,3149479,Children overweight,3,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WHP,104236060,I,416008,1416020,Region,North Eastern,0,,0,1,CNNUTSCWHP,KEDHS2003416008,2003,DHS,126,310,,,1
KEN,Eastern,6163469,Children overweight,4.7,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WHP,104236060,I,416004,1416030,Region,Eastern,0,,0,1,CNNUTSCWHP,KEDHS2003416004,2003,DHS,892,642,,,1
KEN,Central,5007656,Children overweight,7.2,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WHP,104236060,I,416002,1416040,Region,Central,0,,0,1,CNNUTSCWHP,KEDHS2003416002,2003,DHS,569,655,,,1
KEN,Rift Valley,5524223,Children overweight,5.3,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WHP,104236060,I,416006,1416050,Region,Rift Valley,0,,0,1,CNNUTSCWHP,KEDHS2003416006,2003,DHS,1430,1037,,,1
KEN,Western,1564703,Children overweight,4.7,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WHP,104236060,I,416007,1416070,Region,Western,0,,0,1,CNNUTSCWHP,KEDHS2003416007,2003,DHS,737,747,,,1
KEN,Nyanza,1334594,Children overweight,5.3,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WHP,104236060,I,416005,1416080,Region,Nyanza,0,,0,1,CNNUTSCWHP,KEDHS2003416005,2003,DHS,829,647,,,1
KEN,Nairobi,3141754,Children overweight,12.1,1,KE,Kenya,2003,KE2003DHS,CN_NUTS_C_WHP,104236060,I,416001,1416090,Region,Nairobi,0,,0,1,CNNUTSCWHP,KEDHS2003416001,2003,DHS,302,432,,,1
KEN,Coast,4746585,Children who started breastfeeding within 1 hour of birth,19.6,1,KE,Kenya,2003,KE2003DHS,CN_BRFI_C_1HR,104266020,I,416003,1416010,Region,Coast,0,,0,1,CNBRFIC1HR,KEDHS2003416003,2003,DHS,209,285,,,1
KEN,North Eastern,3149485,Children who started breastfeeding within 1 hour of birth,45.2,1,KE,Kenya,2003,KE2003DHS,CN_BRFI_C_1HR,104266020,I,416008,1416020,Region,North Eastern,0,,0,1,CNBRFIC1HR,KEDHS2003416008,2003,DHS,64,161,,,1
KEN,Eastern,6631928,Children who started breastfeeding within 1 hour of birth,63.4,1,KE,Kenya,2003,KE2003DHS,CN_BRFI_C_1HR,104266020,I,416004,1416030,Region,Eastern,0,,0,1,CNBRFIC1HR,KEDHS2003416004,2003,DHS,381,281,,,1
KEN,Central,5005867,Children who started breastfeeding within 1 hour of birth,58.9,1,KE,Kenya,2003,KE2003DHS,CN_BRFI_C_1HR,104266020,I,416002,1416040,Region,Central,0,,0,1,CNBRFIC1HR,KEDHS2003416002,2003,DHS,256,288,,,1
KEN,Rift Valley,63387,Children who started breastfeeding within 1 hour of birth,59,1,KE,Kenya,2003,KE2003DHS,CN_BRFI_C_1HR,104266020,I,416006,1416050,Region,Rift Valley,0,,0,1,CNBRFIC1HR,KEDHS2003416006,2003,DHS,672,500,,,1
KEN,Western,5625747,Children who started breastfeeding within 1 hour of birth,27.4,1,KE,Kenya,2003,KE2003DHS,CN_BRFI_C_1HR,104266020,I,416007,1416070,Region,Western,0,,0,1,CNBRFIC1HR,KEDHS2003416007,2003,DHS,305,328,,,1
KEN,Nyanza,4971619,Children who started breastfeeding within 1 hour of birth,48.4,1,KE,Kenya,2003,KE2003DHS,CN_BRFI_C_1HR,104266020,I,416005,1416080,Region,Nyanza,0,,0,1,CNBRFIC1HR,KEDHS2003416005,2003,DHS,381,311,,,1
