Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,25.9,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,26.3,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20232025,2025,%,24.7,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,14.8,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,17.4,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,20.8,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,22.4,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,23.8,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,24.8,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,27.4,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,28,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20222024,2024,%,28.4,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20232025,2025,%,26.8,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,16.4,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,19.5,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,23.6,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,25.5,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,27.1,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,28.4,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,29.7,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2023,%,29.1,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20222024,2024,%,28.7,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20232025,2025,%,27.2,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,15.4,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,18.5,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,22.6,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,24.5,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,26.1,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,27.4,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,28.7,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,28.1,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,27.7,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20232025,2025,%,26.2,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,17.3,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,20.5,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,24.5,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,26.4,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,28.1,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,29.4,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,30.7,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,30.1,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20222024,2024,%,29.7,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20232025,2025,%,28.2,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20142016,2016,%,50.7,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20152017,2017,%,54.8,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20162018,2018,%,60.9,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20172019,2019,%,64.4,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20182020,2020,%,67.7,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20192021,2021,%,69.5,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20202022,2022,%,72.3,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20212023,2023,%,72.8,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20222024,2024,%,73.9,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20232025,2025,%,71.7,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,49.1,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,53.2,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,59.4,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,62.9,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,66.1,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,67.9,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,70.7,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,71.3,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,72.3,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20232025,2025,%,70.2,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,52.2,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,56.4,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,62.5,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,66,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,69.2,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,71.1,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,73.8,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,74.4,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20222024,2024,%,75.5,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20232025,2025,%,73.3,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2016,%,47.3,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2017,%,51.2,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2018,%,56.9,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2019,%,60.2,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2020,%,63.2,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2021,%,64.9,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2022,%,68.4,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2023,%,70.3,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20222024,2024,%,71.9,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20232025,2025,%,70.3,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,45.6,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,49.4,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,55.2,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,58.4,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,61.4,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,63.1,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,66.7,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,68.6,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,70.2,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20232025,2025,%,68.6,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,49.1,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,52.9,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,58.6,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,61.9,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,64.9,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,66.6,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,70.2,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,72,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20222024,2024,%,73.7,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20232025,2025,%,72,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,54.1,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,58.5,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,65,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,68.7,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,72.2,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,74.1,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,76.1,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2023,%,75.4,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20222024,2024,%,75.9,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20232025,2025,%,73.1,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,52.7,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,57.1,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,63.6,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,67.3,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,70.8,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,72.8,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,74.7,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2023,%,74,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20222024,2024,%,74.4,E,Official estimate integrated with FAO data
KEN,2023-01-01,2025-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20232025,2025,%,71.7,E,Official estimate integrated with FAO data
KEN,2014-01-01,2016-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,55.4,E,Official estimate integrated with FAO data
KEN,2015-01-01,2017-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,59.9,E,Official estimate integrated with FAO data
KEN,2016-01-01,2018-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,66.4,E,Official estimate integrated with FAO data
KEN,2017-01-01,2019-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,70.1,E,Official estimate integrated with FAO data
KEN,2018-01-01,2020-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,73.6,E,Official estimate integrated with FAO data
KEN,2019-01-01,2021-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,75.5,E,Official estimate integrated with FAO data
KEN,2020-01-01,2022-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,77.5,E,Official estimate integrated with FAO data
KEN,2021-01-01,2023-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2023,%,76.8,E,Official estimate integrated with FAO data
KEN,2022-01-01,2024-12-31,114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20222024,2024,%,77.3,E,Official estimate integrated with FAO data
