Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (FBS),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2010,2010,1000 No,41598.570000,X,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2011,2011,1000 No,42758.460000,X,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2012,2012,1000 No,43888.300000,X,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2013,2013,1000 No,44986.790000,X,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2014,2014,1000 No,46051.440000,X,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2015,2015,1000 No,47088.530000,X,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2016,2016,1000 No,48139.690000,X,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2017,2017,1000 No,49197.770000,X,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2018,2018,1000 No,50207.110000,X,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2019,2019,1000 No,51202.830000,X,
KEN,2020-01-01,2020-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2020,2020,1000 No,52217.330000,X,
KEN,2021-01-01,2021-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2021,2021,1000 No,53219.170000,X,
KEN,2022-01-01,2022-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2022,2022,1000 No,54252.460000,X,
KEN,2023-01-01,2023-12-31,114,'404,Kenya,2501,'S2501,Population,511,Total Population - Both sexes,2023,2023,1000 No,55339.000000,X,
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2010,2010,kcal/cap/d,2178.210000,E,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2011,2011,kcal/cap/d,2185.370000,E,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2012,2012,kcal/cap/d,2208.060000,E,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2013,2013,kcal/cap/d,2233.440000,E,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2014,2014,kcal/cap/d,2230.330000,E,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2015,2015,kcal/cap/d,2236.160000,E,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2016,2016,kcal/cap/d,2174.690000,E,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2017,2017,kcal/cap/d,2192.950000,E,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2018,2018,kcal/cap/d,2226.600000,E,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2019,2019,kcal/cap/d,2289.890000,E,
KEN,2020-01-01,2020-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2020,2020,kcal/cap/d,2256.390000,E,
KEN,2021-01-01,2021-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2021,2021,kcal/cap/d,2162.740000,E,
KEN,2022-01-01,2022-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2022,2022,kcal/cap/d,2137.610000,E,
KEN,2023-01-01,2023-12-31,114,'404,Kenya,2901,'S2901,Grand Total,664,Food supply (kcal/capita/day),2023,2023,kcal/cap/d,2146.010000,E,
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2010,2010,million Kcal,33072800.780000,E,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2011,2011,million Kcal,34106713.670000,E,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2012,2012,million Kcal,35371409.680000,E,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2013,2013,million Kcal,36673564.930000,E,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2014,2014,million Kcal,37489167.430000,E,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2015,2015,million Kcal,38433598.870000,E,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2016,2016,million Kcal,38211526.380000,E,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2017,2017,million Kcal,39379215.770000,E,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2018,2018,million Kcal,40803809.860000,E,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2019,2019,million Kcal,42795837.980000,E,
KEN,2020-01-01,2020-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2020,2020,million Kcal,43005357.440000,E,
KEN,2021-01-01,2021-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2021,2021,million Kcal,42011204.860000,E,
KEN,2022-01-01,2022-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2022,2022,million Kcal,42329287.130000,E,
KEN,2023-01-01,2023-12-31,114,'404,Kenya,2901,'S2901,Grand Total,661,Food supply (kcal),2023,2023,million Kcal,43346749.820000,E,
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2010,2010,g/cap/d,57.790000,E,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2011,2011,g/cap/d,60.580000,E,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2012,2012,g/cap/d,60.390000,E,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2013,2013,g/cap/d,59.130000,E,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2014,2014,g/cap/d,60.450000,E,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2015,2015,g/cap/d,61.030000,E,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2016,2016,g/cap/d,59.680000,E,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2017,2017,g/cap/d,58.870000,E,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2018,2018,g/cap/d,59.350000,E,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2019,2019,g/cap/d,60.220000,E,
KEN,2020-01-01,2020-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2020,2020,g/cap/d,57.240000,E,
KEN,2021-01-01,2021-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2021,2021,g/cap/d,55.720000,E,
KEN,2022-01-01,2022-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2022,2022,g/cap/d,56.540000,E,
KEN,2023-01-01,2023-12-31,114,'404,Kenya,2901,'S2901,Grand Total,674,Protein supply quantity (g/capita/day),2023,2023,g/cap/d,55.770000,E,
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2010,2010,t,877421.390000,E,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2011,2011,t,945422.780000,E,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2012,2012,t,967390.410000,E,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2013,2013,t,970932.300000,E,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2014,2014,t,1016040.700000,E,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2015,2015,t,1048876.310000,E,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2016,2016,t,1048552.500000,E,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2017,2017,t,1057061.740000,E,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2018,2018,t,1087590.610000,E,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2019,2019,t,1125382.200000,E,
KEN,2020-01-01,2020-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2020,2020,t,1090908.480000,E,
KEN,2021-01-01,2021-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2021,2021,t,1082287.180000,E,
KEN,2022-01-01,2022-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2022,2022,t,1119667.560000,E,
KEN,2023-01-01,2023-12-31,114,'404,Kenya,2901,'S2901,Grand Total,671,Protein supply quantity (t),2023,2023,t,1126555.940000,E,
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2010,2010,g/cap/d,54.080000,E,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2011,2011,g/cap/d,44.990000,E,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2012,2012,g/cap/d,44.230000,E,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2013,2013,g/cap/d,54.120000,E,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2014,2014,g/cap/d,45.250000,E,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2015,2015,g/cap/d,44.620000,E,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2016,2016,g/cap/d,43.550000,E,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2017,2017,g/cap/d,49.070000,E,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2018,2018,g/cap/d,49.520000,E,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2019,2019,g/cap/d,49.080000,E,
KEN,2020-01-01,2020-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2020,2020,g/cap/d,55.160000,E,
KEN,2021-01-01,2021-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2021,2021,g/cap/d,52.380000,E,
KEN,2022-01-01,2022-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2022,2022,g/cap/d,51.070000,E,
KEN,2023-01-01,2023-12-31,114,'404,Kenya,2901,'S2901,Grand Total,684,Fat supply quantity (g/capita/day),2023,2023,g/cap/d,48.600000,E,
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2010,2010,t,821103.990000,E,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2011,2011,t,702077.070000,E,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2012,2012,t,708497.740000,E,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2013,2013,t,888735.100000,E,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2014,2014,t,760618.190000,E,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2015,2015,t,766843.470000,E,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2016,2016,t,765169.040000,E,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2017,2017,t,881171.640000,E,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2018,2018,t,907493.880000,E,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2019,2019,t,917222.740000,E,
KEN,2020-01-01,2020-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2020,2020,t,1051400.840000,E,
KEN,2021-01-01,2021-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2021,2021,t,1017486.880000,E,
KEN,2022-01-01,2022-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2022,2022,t,1011360.150000,E,
KEN,2023-01-01,2023-12-31,114,'404,Kenya,2901,'S2901,Grand Total,681,Fat supply quantity (t),2023,2023,t,981617.310000,E,
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2010,2010,kcal/cap/d,1885.160000,E,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2011,2011,kcal/cap/d,1896.630000,E,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2012,2012,kcal/cap/d,1932.310000,E,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2013,2013,kcal/cap/d,1964.210000,E,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2014,2014,kcal/cap/d,1970.370000,E,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2015,2015,kcal/cap/d,1974.450000,E,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2016,2016,kcal/cap/d,1894.330000,E,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2017,2017,kcal/cap/d,1929.800000,E,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2018,2018,kcal/cap/d,1959.840000,E,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2019,2019,kcal/cap/d,2035.320000,E,
KEN,2020-01-01,2020-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2020,2020,kcal/cap/d,2014.450000,E,
KEN,2021-01-01,2021-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2021,2021,kcal/cap/d,1914.320000,E,
KEN,2022-01-01,2022-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2022,2022,kcal/cap/d,1890.300000,E,
KEN,2023-01-01,2023-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,664,Food supply (kcal/capita/day),2023,2023,kcal/cap/d,1897.640000,E,
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2010,2010,million Kcal,28623216.880000,E,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2011,2011,million Kcal,29600410.640000,E,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2012,2012,million Kcal,30954164.920000,E,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2013,2013,million Kcal,32252748.340000,E,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2014,2014,million Kcal,33119589.360000,E,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2015,2015,million Kcal,33935505.890000,E,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2016,2016,million Kcal,33285273.470000,E,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2017,2017,million Kcal,34653825.450000,E,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2018,2018,million Kcal,35915210.540000,E,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2019,2019,million Kcal,38038141.270000,E,
KEN,2020-01-01,2020-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2020,2020,million Kcal,38394029.490000,E,
KEN,2021-01-01,2021-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2021,2021,million Kcal,37185698.090000,E,
KEN,2022-01-01,2022-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2022,2022,million Kcal,37431918.000000,E,
KEN,2023-01-01,2023-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,661,Food supply (kcal),2023,2023,million Kcal,38329902.440000,E,
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2010,2010,g/cap/d,39.920000,E,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2011,2011,g/cap/d,42.760000,E,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2012,2012,g/cap/d,43.580000,E,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2013,2013,g/cap/d,42.520000,E,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2014,2014,g/cap/d,44.100000,E,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2015,2015,g/cap/d,44.530000,E,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2016,2016,g/cap/d,42.330000,E,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2017,2017,g/cap/d,42.200000,E,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2018,2018,g/cap/d,42.600000,E,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2019,2019,g/cap/d,44.750000,E,
KEN,2020-01-01,2020-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2020,2020,g/cap/d,42.630000,E,
KEN,2021-01-01,2021-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2021,2021,g/cap/d,41.110000,E,
KEN,2022-01-01,2022-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2022,2022,g/cap/d,42.420000,E,
KEN,2023-01-01,2023-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,674,Protein supply quantity (g/capita/day),2023,2023,g/cap/d,41.240000,E,
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2010,2010,t,606088.870000,E,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2011,2011,t,667380.120000,E,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2012,2012,t,698188.340000,E,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2013,2013,t,698120.440000,E,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2014,2014,t,741348.670000,E,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2015,2015,t,765334.370000,E,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2016,2016,t,743823.220000,E,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2017,2017,t,757828.820000,E,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2018,2018,t,780590.090000,E,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2019,2019,t,836373.700000,E,
KEN,2020-01-01,2020-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2020,2020,t,812520.020000,E,
KEN,2021-01-01,2021-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2021,2021,t,798492.260000,E,
KEN,2022-01-01,2022-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2022,2022,t,840071.750000,E,
KEN,2023-01-01,2023-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,671,Protein supply quantity (t),2023,2023,t,832913.100000,E,
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2010,2010,g/cap/d,34.930000,E,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2011,2011,g/cap/d,26.230000,E,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2012,2012,g/cap/d,26.390000,E,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2013,2013,g/cap/d,36.710000,E,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2014,2014,g/cap/d,28.240000,E,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2015,2015,g/cap/d,27.550000,E,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2016,2016,g/cap/d,25.360000,E,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2017,2017,g/cap/d,31.950000,E,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2018,2018,g/cap/d,32.210000,E,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2019,2019,g/cap/d,32.870000,E,
KEN,2020-01-01,2020-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2020,2020,g/cap/d,39.840000,E,
KEN,2021-01-01,2021-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2021,2021,g/cap/d,36.720000,E,
KEN,2022-01-01,2022-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2022,2022,g/cap/d,35.430000,E,
KEN,2023-01-01,2023-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,684,Fat supply quantity (g/capita/day),2023,2023,g/cap/d,32.960000,E,
KEN,2010-01-01,2010-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,681,Fat supply quantity (t),2010,2010,t,530293.730000,E,
KEN,2011-01-01,2011-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,681,Fat supply quantity (t),2011,2011,t,409360.160000,E,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,681,Fat supply quantity (t),2012,2012,t,422752.930000,E,
KEN,2013-01-01,2013-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,681,Fat supply quantity (t),2013,2013,t,602857.290000,E,
KEN,2014-01-01,2014-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,681,Fat supply quantity (t),2014,2014,t,474734.630000,E,
KEN,2015-01-01,2015-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,681,Fat supply quantity (t),2015,2015,t,473544.020000,E,
KEN,2016-01-01,2016-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,681,Fat supply quantity (t),2016,2016,t,445631.720000,E,
KEN,2017-01-01,2017-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,681,Fat supply quantity (t),2017,2017,t,573743.000000,E,
KEN,2018-01-01,2018-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,681,Fat supply quantity (t),2018,2018,t,590232.190000,E,
KEN,2019-01-01,2019-12-31,114,'404,Kenya,2903,'S2903,Vegetal Products,681,Fat supply quantity (t),2019,2019,t,614394.690000,E,
